urn	establishment-type	establishment-group-type
131166	Other Independent School	Independent schools
131167	Other Independent School	Independent schools
131168	Voluntary Controlled School	LA maintained schools
131169	Community School	LA maintained schools
131170	Other Independent School	Independent schools
131171	Other Independent Special School	Special schools
131172	Other Independent School	Independent schools
131173	Other Independent School	Independent schools
131174	LA Nursery School	LA maintained schools
131175	LA Nursery School	LA maintained schools
131176	Voluntary Aided School	LA maintained schools
131177	Community School	LA maintained schools
131178	Community School	LA maintained schools
131179	Other Independent Special School	Special schools
131180	Other Independent School	Independent schools
131181	Other Independent School	Independent schools
131182	Pupil Referral Unit	LA maintained schools
131183	Community School	LA maintained schools
131184	Community School	LA maintained schools
131185	Foundation School	LA maintained schools
131186	Community Special School	Special schools
131187	Community Special School	Special schools
131188	Community School	LA maintained schools
131189	Pupil Referral Unit	LA maintained schools
131190	Community School	LA maintained schools
131192	Community School	LA maintained schools
131193	Pupil Referral Unit	LA maintained schools
131194	Other Independent Special School	Special schools
131195	Other Independent Special School	Special schools
131196	Community School	LA maintained schools
131197	Foundation School	LA maintained schools
131198	Other Independent School	Independent schools
131199	Other Independent School	Independent schools
131200	Community Special School	Special schools
131201	Pupil Referral Unit	LA maintained schools
131202	Community School	LA maintained schools
131203	Foundation School	LA maintained schools
131204	Other Independent School	Independent schools
131205	Voluntary Controlled School	LA maintained schools
131206	Other Independent Special School	Special schools
131207	Community School	LA maintained schools
131208	Other Independent Special School	Special schools
131209	Community School	LA maintained schools
131210	Community School	LA maintained schools
131211	Pupil Referral Unit	LA maintained schools
131212	Foundation School	LA maintained schools
131213	Community Special School	Special schools
131214	Other Independent Special School	Special schools
131215	Voluntary Controlled School	LA maintained schools
131216	Community School	LA maintained schools
131217	Voluntary Controlled School	LA maintained schools
131218	Community School	LA maintained schools
131219	Foundation School	LA maintained schools
131220	Other Independent School	Independent schools
131221	Voluntary Controlled School	LA maintained schools
131222	Voluntary Aided School	LA maintained schools
131223	Community School	LA maintained schools
131224	Community School	LA maintained schools
131225	Community School	LA maintained schools
131226	Community School	LA maintained schools
131227	Pupil Referral Unit	LA maintained schools
131228	Voluntary Aided School	LA maintained schools
131229	Voluntary Aided School	LA maintained schools
131230	Community School	LA maintained schools
131231	Community School	LA maintained schools
131232	LA Nursery School	LA maintained schools
131233	Community School	LA maintained schools
131234	Other Independent Special School	Special schools
131235	Community Special School	Special schools
131236	Community School	LA maintained schools
131237	Other Independent Special School	Special schools
131238	Voluntary Aided School	LA maintained schools
131239	Community School	LA maintained schools
131240	Community School	LA maintained schools
131241	Community School	LA maintained schools
131242	Pupil Referral Unit	LA maintained schools
131243	Pupil Referral Unit	LA maintained schools
131244	Other Independent School	Independent schools
131245	Foundation School	LA maintained schools
131246	Community School	LA maintained schools
131247	Community School	LA maintained schools
131248	Community School	LA maintained schools
131249	Foundation School	LA maintained schools
131250	Community School	LA maintained schools
131251	Voluntary Aided School	LA maintained schools
131252	Pupil Referral Unit	LA maintained schools
131253	Other Independent Special School	Special schools
131254	Community School	LA maintained schools
131255	Community School	LA maintained schools
131256	Community School	LA maintained schools
131257	Community School	LA maintained schools
131258	Community Special School	Special schools
131259	Community Special School	Special schools
131260	Other Independent Special School	Special schools
131261	Other Independent School	Independent schools
131262	Academy Sponsor Led	Academies
131263	Other Independent School	Independent schools
131264	Other Independent School	Independent schools
131265	Community School	LA maintained schools
131266	Pupil Referral Unit	LA maintained schools
131267	Other Independent School	Independent schools
131268	Other Independent School	Independent schools
131269	Other Independent School	Independent schools
131271	Community School	LA maintained schools
131272	Community School	LA maintained schools
131273	Community School	LA maintained schools
131274	Community School	LA maintained schools
131275	Community School	LA maintained schools
131276	Community School	LA maintained schools
131277	Community Special School	Special schools
131278	Community School	LA maintained schools
131279	Other Independent School	Independent schools
131280	Voluntary Aided School	LA maintained schools
131281	Voluntary Controlled School	LA maintained schools
131282	Voluntary Aided School	LA maintained schools
131283	Community School	LA maintained schools
131284	Community Special School	Special schools
131285	Voluntary Aided School	LA maintained schools
131286	Other Independent Special School	Special schools
131287	Voluntary Controlled School	LA maintained schools
131288	Other Independent School	Independent schools
